Timestamp,Name,DeviceProduct,DeviceVendor,DestinationAddress,DestinationUserName,SourceUserName,SourceProcessName,DeviceEventClassID,DeviceCustomString4,DeviceCustomString4Label,DeviceEventCategory,Date
2025-12-04 00:16:23,TRAFFIC,PAN-OS,Palo Alto Networks,13.89.179.8,,user001,,end,Trusted Zone,,,2025-12-04
2025-12-04 00:16:23,TRAFFIC,PAN-OS,Palo Alto Networks,13.89.179.8,,user001,,end,Trusted Zone,,,2025-12-04
2025-12-04 00:17:35,TRAFFIC,PAN-OS,Palo Alto Networks,13.107.213.44,,user001,,end,Trusted Zone,,,2025-12-04
2025-12-04 00:17:53,TRAFFIC,PAN-OS,Palo Alto Networks,40.126.53.18,,user001,,end,Trusted Zone,,,2025-12-04
2025-12-04 00:18:11,TRAFFIC,PAN-OS,Palo Alto Networks,209.85.233.94,,user001,,end,Trusted Zone,,,2025-12-04
2025-12-04 00:18:11,TRAFFIC,PAN-OS,Palo Alto Networks,13.107.137.11,,user001,,end,Trusted Zone,,,2025-12-04
2025-12-04 00:18:20,TRAFFIC,PAN-OS,Palo Alto Networks,40.126.53.18,,user001,,end,Trusted Zone,,,2025-12-04
2025-12-04 00:18:20,TRAFFIC,PAN-OS,Palo Alto Networks,20.190.177.149,,user001,,end,Trusted Zone,,,2025-12-04
2025-12-04 00:18:29,TRAFFIC,PAN-OS,Palo Alto Networks,40.126.53.18,,user001,,end,Trusted Zone,,,2025-12-04
2025-12-04 00:20:44,TRAFFIC,PAN-OS,Palo Alto Networks,79.133.170.27,,user001,,end,Trusted Zone,,,2025-12-04
2025-12-04 00:20:44,TRAFFIC,PAN-OS,Palo Alto Networks,79.133.170.27,,user001,,end,Trusted Zone,,,2025-12-04
2025-12-04 00:20:44,TRAFFIC,PAN-OS,Palo Alto Networks,79.133.171.25,,user001,,end,Trusted Zone,,,2025-12-04
2025-12-04 00:20:44,TRAFFIC,PAN-OS,Palo Alto Networks,79.133.171.25,,user001,,end,Trusted Zone,,,2025-12-04
2025-12-04 00:21:02,TRAFFIC,PAN-OS,Palo Alto Networks,209.85.233.94,,user001,,end,Trusted Zone,,,2025-12-04
2025-12-04 00:23:26,TRAFFIC,PAN-OS,Palo Alto Networks,51.250.35.43,,user001,,end,Trusted Zone,,,2025-12-04
2025-12-04 00:23:26,TRAFFIC,PAN-OS,Palo Alto Networks,51.250.35.43,,user001,,end,Trusted Zone,,,2025-12-04
2025-12-04 00:23:26,TRAFFIC,PAN-OS,Palo Alto Networks,158.160.199.219,,user001,,end,Trusted Zone,,,2025-12-04
2025-12-04 00:23:26,TRAFFIC,PAN-OS,Palo Alto Networks,158.160.199.219,,user001,,end,Trusted Zone,,,2025-12-04
2025-12-04 00:33:03,TRAFFIC,PAN-OS,Palo Alto Networks,37.203.128.55,,user001,,end,Trusted Zone,,,2025-12-04
2025-12-04 00:33:20,TRAFFIC,PAN-OS,Palo Alto Networks,51.250.35.43,,user001,,end,Trusted Zone,,,2025-12-04
2025-12-04 00:33:20,TRAFFIC,PAN-OS,Palo Alto Networks,158.160.199.219,,user001,,end,Trusted Zone,,,2025-12-04
2025-12-04 00:33:20,TRAFFIC,PAN-OS,Palo Alto Networks,51.250.35.43,,user001,,end,Trusted Zone,,,2025-12-04
2025-12-04 00:33:20,TRAFFIC,PAN-OS,Palo Alto Networks,158.160.199.219,,user001,,end,Trusted Zone,,,2025-12-04
2025-12-04 00:33:47,TRAFFIC,PAN-OS,Palo Alto Networks,209.85.233.94,,user001,,end,Trusted Zone,,,2025-12-04
2025-12-04 00:33:47,TRAFFIC,PAN-OS,Palo Alto Networks,23.32.25.249,,user001,,end,Trusted Zone,,,2025-12-04
2025-12-04 00:34:05,TRAFFIC,PAN-OS,Palo Alto Networks,20.190.177.82,,user001,,end,Trusted Zone,,,2025-12-04
2025-12-04 00:34:05,TRAFFIC,PAN-OS,Palo Alto Networks,13.107.246.44,,user001,,end,Trusted Zone,,,2025-12-04
2025-12-04 00:36:11,TRAFFIC,PAN-OS,Palo Alto Networks,20.190.147.5,,user001,,end,Trusted Zone,,,2025-12-04
2025-12-04 00:36:11,TRAFFIC,PAN-OS,Palo Alto Networks,13.107.246.44,,user001,,end,Trusted Zone,,,2025-12-04
2025-12-04 00:36:30,TRAFFIC,PAN-OS,Palo Alto Networks,20.189.173.15,,user001,,end,Trusted Zone,,,2025-12-04
