Timestamp,Name,DeviceProduct,DeviceVendor,DestinationAddress,DestinationUserName,SourceUserName,SourceProcessName,DeviceEventClassID,DeviceCustomString4,DeviceCustomString4Label,DeviceEventCategory,Date
2025-12-05 11:39:13,TRAFFIC,PAN-OS,Palo Alto Networks,184.24.152.7,,user001,,end,Trusted Zone,,,2025-12-05
2025-12-05 11:39:17,TRAFFIC,PAN-OS,Palo Alto Networks,184.24.152.7,,user001,,end,Trusted Zone,,,2025-12-05
2025-12-05 11:39:17,TRAFFIC,PAN-OS,Palo Alto Networks,184.24.152.7,,user001,,end,Trusted Zone,,,2025-12-05
2025-12-05 11:39:17,TRAFFIC,PAN-OS,Palo Alto Networks,184.24.152.7,,user001,,end,Trusted Zone,,,2025-12-05
2025-12-05 11:39:19,TRAFFIC,PAN-OS,Palo Alto Networks,184.24.152.7,,user001,,end,Trusted Zone,,,2025-12-05
2025-12-05 11:39:19,TRAFFIC,PAN-OS,Palo Alto Networks,184.24.152.7,,user001,,end,Trusted Zone,,,2025-12-05
2025-12-05 11:39:19,TRAFFIC,PAN-OS,Palo Alto Networks,184.24.152.7,,user001,,end,Trusted Zone,,,2025-12-05
2025-12-05 11:39:19,TRAFFIC,PAN-OS,Palo Alto Networks,184.24.152.7,,user001,,end,Trusted Zone,,,2025-12-05
2025-12-05 11:39:19,TRAFFIC,PAN-OS,Palo Alto Networks,184.24.152.7,,user001,,end,Trusted Zone,,,2025-12-05
2025-12-05 11:39:19,TRAFFIC,PAN-OS,Palo Alto Networks,184.24.152.7,,user001,,end,Trusted Zone,,,2025-12-05
2025-12-05 11:39:26,TRAFFIC,PAN-OS,Palo Alto Networks,184.24.152.7,,user001,,end,Trusted Zone,,,2025-12-05
2025-12-05 11:39:26,TRAFFIC,PAN-OS,Palo Alto Networks,184.24.152.7,,user001,,end,Trusted Zone,,,2025-12-05
2025-12-05 11:39:26,TRAFFIC,PAN-OS,Palo Alto Networks,184.24.152.7,,user001,,end,Trusted Zone,,,2025-12-05
2025-12-05 11:39:26,TRAFFIC,PAN-OS,Palo Alto Networks,184.24.152.7,,user001,,end,Trusted Zone,,,2025-12-05
2025-12-05 11:39:26,TRAFFIC,PAN-OS,Palo Alto Networks,184.24.152.7,,user001,,end,Trusted Zone,,,2025-12-05
2025-12-05 11:39:26,TRAFFIC,PAN-OS,Palo Alto Networks,184.24.152.7,,user001,,end,Trusted Zone,,,2025-12-05
2025-12-05 11:39:26,TRAFFIC,PAN-OS,Palo Alto Networks,184.24.152.7,,user001,,end,Trusted Zone,,,2025-12-05
