Timestamp,Name,DeviceProduct,DeviceVendor,DestinationAddress,DestinationUserName,SourceUserName,SourceProcessName,DeviceEventClassID,DeviceCustomString4,DeviceCustomString4Label,DeviceEventCategory,Date
2025-12-08 05:17:39,TRAFFIC,PAN-OS,Palo Alto Networks,130.193.49.131,,user001,,end,Trusted Zone,,,2025-12-08
2025-12-08 05:17:39,TRAFFIC,PAN-OS,Palo Alto Networks,130.193.48.123,,user001,,end,Trusted Zone,,,2025-12-08
2025-12-08 05:17:39,TRAFFIC,PAN-OS,Palo Alto Networks,130.193.48.123,,user001,,end,Trusted Zone,,,2025-12-08
2025-12-08 05:17:39,TRAFFIC,PAN-OS,Palo Alto Networks,130.193.49.131,,user001,,end,Trusted Zone,,,2025-12-08
2025-12-08 05:23:03,TRAFFIC,PAN-OS,Palo Alto Networks,13.107.246.44,,user001,,end,Trusted Zone,,,2025-12-08
2025-12-08 05:23:12,TRAFFIC,PAN-OS,Palo Alto Networks,20.190.147.11,,user001,,end,Trusted Zone,,,2025-12-08
2025-12-08 05:27:42,TRAFFIC,PAN-OS,Palo Alto Networks,51.250.35.43,,user001,,end,Trusted Zone,,,2025-12-08
2025-12-08 05:27:42,TRAFFIC,PAN-OS,Palo Alto Networks,51.250.35.43,,user001,,end,Trusted Zone,,,2025-12-08
2025-12-08 05:27:42,TRAFFIC,PAN-OS,Palo Alto Networks,130.193.48.123,,user001,,end,Trusted Zone,,,2025-12-08
2025-12-08 05:27:42,TRAFFIC,PAN-OS,Palo Alto Networks,130.193.48.123,,user001,,end,Trusted Zone,,,2025-12-08
2025-12-08 05:28:54,TRAFFIC,PAN-OS,Palo Alto Networks,79.133.168.26,,user001,,end,Trusted Zone,,,2025-12-08
2025-12-08 05:28:54,TRAFFIC,PAN-OS,Palo Alto Networks,79.133.169.102,,user001,,end,Trusted Zone,,,2025-12-08
2025-12-08 05:28:54,TRAFFIC,PAN-OS,Palo Alto Networks,79.133.169.102,,user001,,end,Trusted Zone,,,2025-12-08
2025-12-08 05:28:54,TRAFFIC,PAN-OS,Palo Alto Networks,79.133.168.21,,user001,,end,Trusted Zone,,,2025-12-08
2025-12-08 05:28:54,TRAFFIC,PAN-OS,Palo Alto Networks,79.133.168.26,,user001,,end,Trusted Zone,,,2025-12-08
2025-12-08 05:29:30,TRAFFIC,PAN-OS,Palo Alto Networks,184.51.252.29,,user001,,end,Trusted Zone,,,2025-12-08
2025-12-08 05:36:06,TRAFFIC,PAN-OS,Palo Alto Networks,104.208.16.88,,user001,,end,Trusted Zone,,,2025-12-08
2025-12-08 05:37:45,TRAFFIC,PAN-OS,Palo Alto Networks,130.193.48.123,,user001,,end,Trusted Zone,,,2025-12-08
2025-12-08 05:37:45,TRAFFIC,PAN-OS,Palo Alto Networks,130.193.48.123,,user001,,end,Trusted Zone,,,2025-12-08
2025-12-08 05:37:45,TRAFFIC,PAN-OS,Palo Alto Networks,51.250.35.43,,user001,,end,Trusted Zone,,,2025-12-08
2025-12-08 05:37:45,TRAFFIC,PAN-OS,Palo Alto Networks,51.250.35.43,,user001,,end,Trusted Zone,,,2025-12-08
2025-12-08 05:39:07,TRAFFIC,PAN-OS,Palo Alto Networks,40.126.53.9,,user001,,end,Trusted Zone,,,2025-12-08
2025-12-08 05:39:07,TRAFFIC,PAN-OS,Palo Alto Networks,20.231.128.65,,user001,,end,Trusted Zone,,,2025-12-08
2025-12-08 05:39:07,TRAFFIC,PAN-OS,Palo Alto Networks,40.126.53.9,,user001,,end,Trusted Zone,,,2025-12-08
2025-12-08 05:39:07,TRAFFIC,PAN-OS,Palo Alto Networks,40.126.53.9,,user001,,end,Trusted Zone,,,2025-12-08
2025-12-08 05:39:43,TRAFFIC,PAN-OS,Palo Alto Networks,40.126.32.129,,user001,,end,Trusted Zone,,,2025-12-08
2025-12-08 05:40:10,TRAFFIC,PAN-OS,Palo Alto Networks,150.171.28.11,,user001,,end,Trusted Zone,,,2025-12-08
2025-12-08 05:40:46,TRAFFIC,PAN-OS,Palo Alto Networks,52.182.143.213,,user001,,end,Trusted Zone,,,2025-12-08
2025-12-08 05:40:46,TRAFFIC,PAN-OS,Palo Alto Networks,52.182.143.213,,user001,,end,Trusted Zone,,,2025-12-08
