entity_type,entity,date,severity,top_contributors,reason_hint,soc_recommendation
user,user022,2025-12-31,low,"siem_unique_category:-1.56 (v=1, base=2); pan_unique_destination_addr:-1.26 (v=310, base=606); siem_events_total:-1.15 (v=6103, base=8854); siem_business_share:-1.11 (v=0, base=0); siem_unique_destination_addr:-1.10 (v=12, base=21)",SIEM: появление новых категорий событий (снижение); PAN: новые адреса назначения в сети (снижение); SIEM: резкое изменение количества событий (снижение); SIEM: смещение активности между рабочими и нерабочими часами (снижение); SIEM: новые адреса назначения в сети (снижение),"Сопоставить новые категории с типовыми сценариями и расследовать отклонения.; Проверить назначения соединений, сверить с белыми/чёрными списками.; Проверить источники событий и наличие массовых операций/сканирований.; Проверить регламенты и плановые работы, сравнить с типовым графиком."
user,user006,2025-12-31,medium,"siem_unique_event_class:+2.87 (v=18, base=10); siem_events_total:-2.36 (v=2963, base=5468); siem_unique_name:+2.29 (v=19, base=10); siem_unique_source_process:+1.35 (v=7, base=6); siem_unique_destination_addr:+1.01 (v=46, base=37)",SIEM: появление новых классов сетевых событий (рост); SIEM: резкое изменение количества событий (снижение); SIEM: появление новых имён событий/программ (рост); SIEM: аномальное отклонение по признаку unique_source_process (рост); SIEM: новые адреса назначения в сети (рост),"Проверить сетевую активность, типы трафика и правила NGFW.; Проверить источники событий и наличие массовых операций/сканирований.; Проверить запуск новых приложений/процессов и соответствие политике.; Проверить контекст событий по признаку unique_source_process в исходных данных.; Проверить назначения соединений, сверить с белыми/чёрными списками."
user,user089,2025-12-31,medium,"siem_night_share:+2.39 (v=0, base=0); siem_events_total:-1.96 (v=2760, base=6140); pan_share_of_all_events:+1.52 (v=1, base=0); pan_unique_destination_addr:-1.23 (v=157, base=381); siem_unique_destination_addr:-0.90 (v=7, base=15)",SIEM: рост ночной активности (рост); SIEM: резкое изменение количества событий (снижение); PAN: аномальное отклонение по признаку share_of_all_events (рост); PAN: новые адреса назначения в сети (снижение); SIEM: новые адреса назначения в сети (снижение),"Проверить события вне рабочего времени и возможные автоматизации.; Проверить источники событий и наличие массовых операций/сканирований.; Проверить контекст событий по признаку share_of_all_events в исходных данных.; Проверить назначения соединений, сверить с белыми/чёрными списками."
user,user056,2025-12-31,medium,"siem_night_share:-5.01 (v=0, base=0); pan_unique_hours:-3.37 (v=12, base=22); pan_night_share:-3.14 (v=0, base=0); siem_events_total:-2.29 (v=1483, base=4194); pan_unique_destination_addr:-2.04 (v=228, base=325)",SIEM: рост ночной активности (снижение); PAN: активность в нетипичные часы (снижение); PAN: рост ночной активности (снижение); SIEM: резкое изменение количества событий (снижение); PAN: новые адреса назначения в сети (снижение),"Проверить события вне рабочего времени и возможные автоматизации.; Сверить время активности с рабочими сменами и разрешёнными окнами.; Проверить источники событий и наличие массовых операций/сканирований.; Проверить назначения соединений, сверить с белыми/чёрными списками."
user,user055,2025-12-31,medium,"siem_unique_hours:-20.08 (v=2, base=24); pan_unique_hours:-6.75 (v=2, base=24); siem_events_total:-5.41 (v=65, base=15238); siem_unique_event_class:+5.40 (v=14, base=6); siem_unique_source_process:-3.99 (v=2, base=34)",SIEM: активность в нетипичные часы (снижение); PAN: активность в нетипичные часы (снижение); SIEM: резкое изменение количества событий (снижение); SIEM: появление новых классов сетевых событий (рост); SIEM: аномальное отклонение по признаку unique_source_process (снижение),"Сверить время активности с рабочими сменами и разрешёнными окнами.; Проверить источники событий и наличие массовых операций/сканирований.; Проверить сетевую активность, типы трафика и правила NGFW.; Проверить контекст событий по признаку unique_source_process в исходных данных."
user,user043,2025-12-31,medium,"siem_unique_source_process:-8.94 (v=1, base=54); siem_unique_destination_addr:-5.40 (v=5, base=21); siem_business_share:-3.06 (v=0, base=1); siem_events_total:-3.03 (v=4493, base=9581); siem_night_share:+2.08 (v=0, base=0)",SIEM: аномальное отклонение по признаку unique_source_process (снижение); SIEM: новые адреса назначения в сети (снижение); SIEM: смещение активности между рабочими и нерабочими часами (снижение); SIEM: резкое изменение количества событий (снижение); SIEM: рост ночной активности (рост),"Проверить контекст событий по признаку unique_source_process в исходных данных.; Проверить назначения соединений, сверить с белыми/чёрными списками.; Проверить регламенты и плановые работы, сравнить с типовым графиком.; Проверить источники событий и наличие массовых операций/сканирований.; Проверить события вне рабочего времени и возможные автоматизации."
user,user044,2025-12-31,medium,"siem_unique_event_class:+3.04 (v=19, base=10); siem_unique_category:+2.64 (v=2, base=1); siem_unique_name:+2.47 (v=21, base=10); siem_night_share:+1.44 (v=0, base=0); pan_share_of_all_events:+1.10 (v=1, base=1)",SIEM: появление новых классов сетевых событий (рост); SIEM: появление новых категорий событий (рост); SIEM: появление новых имён событий/программ (рост); SIEM: рост ночной активности (рост); PAN: аномальное отклонение по признаку share_of_all_events (рост),"Проверить сетевую активность, типы трафика и правила NGFW.; Сопоставить новые категории с типовыми сценариями и расследовать отклонения.; Проверить запуск новых приложений/процессов и соответствие политике.; Проверить события вне рабочего времени и возможные автоматизации.; Проверить контекст событий по признаку share_of_all_events в исходных данных."
user,user075,2025-12-31,medium,"pan_share_of_all_events:+5.19 (v=1, base=0); siem_night_share:-4.87 (v=0, base=0); siem_events_total:-3.18 (v=3266, base=8839); siem_business_share:+3.15 (v=1, base=1); siem_unique_source_process:+2.47 (v=46, base=30)",PAN: аномальное отклонение по признаку share_of_all_events (рост); SIEM: рост ночной активности (снижение); SIEM: резкое изменение количества событий (снижение); SIEM: смещение активности между рабочими и нерабочими часами (рост); SIEM: аномальное отклонение по признаку unique_source_process (рост),"Проверить контекст событий по признаку share_of_all_events в исходных данных.; Проверить события вне рабочего времени и возможные автоматизации.; Проверить источники событий и наличие массовых операций/сканирований.; Проверить регламенты и плановые работы, сравнить с типовым графиком.; Проверить контекст событий по признаку unique_source_process в исходных данных."
user,user027,2025-12-31,medium,"siem_unique_name:+5.40 (v=18, base=10); siem_unique_event_class:+4.72 (v=17, base=10); pan_events_total:+2.25 (v=5917, base=2952); siem_unique_category:+2.04 (v=2, base=1); pan_business_share:+2.02 (v=1, base=0)",SIEM: появление новых имён событий/программ (рост); SIEM: появление новых классов сетевых событий (рост); PAN: резкое изменение количества событий (рост); SIEM: появление новых категорий событий (рост); PAN: смещение активности между рабочими и нерабочими часами (рост),"Проверить запуск новых приложений/процессов и соответствие политике.; Проверить сетевую активность, типы трафика и правила NGFW.; Проверить источники событий и наличие массовых операций/сканирований.; Сопоставить новые категории с типовыми сценариями и расследовать отклонения.; Проверить регламенты и плановые работы, сравнить с типовым графиком."
user,user041,2025-12-31,medium,"pan_business_share:-3.65 (v=0, base=0); siem_unique_source_process:-3.37 (v=1, base=6); pan_unique_destination_addr:-2.98 (v=41, base=302); siem_events_total:-2.92 (v=2209, base=6826); siem_unique_destination_addr:-2.22 (v=5, base=16)",PAN: смещение активности между рабочими и нерабочими часами (снижение); SIEM: аномальное отклонение по признаку unique_source_process (снижение); PAN: новые адреса назначения в сети (снижение); SIEM: резкое изменение количества событий (снижение); SIEM: новые адреса назначения в сети (снижение),"Проверить регламенты и плановые работы, сравнить с типовым графиком.; Проверить контекст событий по признаку unique_source_process в исходных данных.; Проверить назначения соединений, сверить с белыми/чёрными списками.; Проверить источники событий и наличие массовых операций/сканирований."
host,tmtp-000112,2025-12-31,critical,"siem_unique_destination_addr:-2.70 (v=14, base=18); siem_unique_category:+2.22 (v=2, base=1); siem_unique_source_process:-1.57 (v=38, base=48); pan_share_of_all_events:-0.95 (v=0, base=0); siem_unique_event_class:-0.94 (v=9, base=12)",SIEM: новые адреса назначения в сети (снижение); SIEM: появление новых категорий событий (рост); SIEM: аномальное отклонение по признаку unique_source_process (снижение); PAN: аномальное отклонение по признаку share_of_all_events (снижение); SIEM: появление новых классов сетевых событий (снижение),"Проверить назначения соединений, сверить с белыми/чёрными списками.; Сопоставить новые категории с типовыми сценариями и расследовать отклонения.; Проверить контекст событий по признаку unique_source_process в исходных данных.; Проверить контекст событий по признаку share_of_all_events в исходных данных.; Проверить сетевую активность, типы трафика и правила NGFW."
host,tmtp-000262,2025-12-31,high,"siem_unique_hours:-4.05 (v=7, base=13); siem_events_total:-2.93 (v=1520, base=2363); siem_unique_destination_addr:-1.35 (v=3, base=5); siem_unique_name:-0.67 (v=5, base=6); siem_unique_users:-0.67 (v=6, base=7)",SIEM: активность в нетипичные часы (снижение); SIEM: резкое изменение количества событий (снижение); SIEM: новые адреса назначения в сети (снижение); SIEM: появление новых имён событий/программ (снижение); SIEM: необычное число пользователей на хосте (снижение),"Сверить время активности с рабочими сменами и разрешёнными окнами.; Проверить источники событий и наличие массовых операций/сканирований.; Проверить назначения соединений, сверить с белыми/чёрными списками.; Проверить запуск новых приложений/процессов и соответствие политике.; Проверить появление новых учётных записей и совместное использование."
host,tmtp-003612,2025-12-31,low,"siem_events_total:-2.46 (v=1671, base=2739); siem_business_share:+2.42 (v=1, base=1); siem_unique_hours:-1.69 (v=12, base=17); siem_unique_destination_addr:-1.35 (v=3, base=5); siem_unique_name:-0.67 (v=5, base=6)",SIEM: резкое изменение количества событий (снижение); SIEM: смещение активности между рабочими и нерабочими часами (рост); SIEM: активность в нетипичные часы (снижение); SIEM: новые адреса назначения в сети (снижение); SIEM: появление новых имён событий/программ (снижение),"Проверить источники событий и наличие массовых операций/сканирований.; Проверить регламенты и плановые работы, сравнить с типовым графиком.; Сверить время активности с рабочими сменами и разрешёнными окнами.; Проверить назначения соединений, сверить с белыми/чёрными списками.; Проверить запуск новых приложений/процессов и соответствие политике."
host,tmtp-000143,2025-12-31,low,"siem_events_total:-2.60 (v=1479, base=2541); siem_unique_source_process:-2.43 (v=16, base=34); siem_night_share:+2.22 (v=0, base=0); siem_unique_event_class:-2.01 (v=5, base=6); siem_business_share:-1.75 (v=0, base=1)",SIEM: резкое изменение количества событий (снижение); SIEM: аномальное отклонение по признаку unique_source_process (снижение); SIEM: рост ночной активности (рост); SIEM: появление новых классов сетевых событий (снижение); SIEM: смещение активности между рабочими и нерабочими часами (снижение),"Проверить источники событий и наличие массовых операций/сканирований.; Проверить контекст событий по признаку unique_source_process в исходных данных.; Проверить события вне рабочего времени и возможные автоматизации.; Проверить сетевую активность, типы трафика и правила NGFW.; Проверить регламенты и плановые работы, сравнить с типовым графиком."
host,tmtp-000392,2025-12-31,low,"siem_business_share:-0.85 (v=0, base=0); siem_events_total:+0.74 (v=3953, base=3879); siem_night_share:+0.34 (v=0, base=0); day_of_week:-0.34 (v=2, base=3); is_weekend:+0.00 (v=0, base=0)",SIEM: смещение активности между рабочими и нерабочими часами (снижение); SIEM: резкое изменение количества событий (рост); SIEM: рост ночной активности (рост); аномальное отклонение по признаку day_of_week (снижение); аномальное отклонение по признаку is_weekend (рост),"Проверить регламенты и плановые работы, сравнить с типовым графиком.; Проверить источники событий и наличие массовых операций/сканирований.; Проверить события вне рабочего времени и возможные автоматизации.; Проверить контекст событий по признаку day_of_week в исходных данных.; Проверить контекст событий по признаку is_weekend в исходных данных."
host,tmtp-000085,2025-12-31,low,"siem_events_total:-0.65 (v=2137, base=2394); day_of_week:-0.34 (v=2, base=3); siem_unique_source_process:-0.34 (v=30, base=31); siem_business_share:+0.29 (v=1, base=1); siem_night_share:-0.23 (v=0, base=0)",SIEM: резкое изменение количества событий (снижение); аномальное отклонение по признаку day_of_week (снижение); SIEM: аномальное отклонение по признаку unique_source_process (снижение); SIEM: смещение активности между рабочими и нерабочими часами (рост); SIEM: рост ночной активности (снижение),"Проверить источники событий и наличие массовых операций/сканирований.; Проверить контекст событий по признаку day_of_week в исходных данных.; Проверить контекст событий по признаку unique_source_process в исходных данных.; Проверить регламенты и плановые работы, сравнить с типовым графиком.; Проверить события вне рабочего времени и возможные автоматизации."
host,tmtp-004018,2025-12-31,low,"siem_night_share:+1.56 (v=0, base=0); siem_unique_destination_addr:-1.37 (v=3, base=4); siem_events_total:-0.43 (v=641, base=666); siem_business_share:-0.40 (v=0, base=0); day_of_week:-0.34 (v=2, base=3)",SIEM: рост ночной активности (рост); SIEM: новые адреса назначения в сети (снижение); SIEM: резкое изменение количества событий (снижение); SIEM: смещение активности между рабочими и нерабочими часами (снижение); аномальное отклонение по признаку day_of_week (снижение),"Проверить события вне рабочего времени и возможные автоматизации.; Проверить назначения соединений, сверить с белыми/чёрными списками.; Проверить источники событий и наличие массовых операций/сканирований.; Проверить регламенты и плановые работы, сравнить с типовым графиком.; Проверить контекст событий по признаку day_of_week в исходных данных."
host,tmtp-000323,2025-12-31,low,"siem_night_share:+1.87 (v=0, base=0); siem_business_share:-1.47 (v=0, base=0); siem_events_total:-1.40 (v=2768, base=3426); siem_unique_destination_addr:-0.67 (v=4, base=5); siem_unique_source_process:-0.67 (v=31, base=33)",SIEM: рост ночной активности (рост); SIEM: смещение активности между рабочими и нерабочими часами (снижение); SIEM: резкое изменение количества событий (снижение); SIEM: новые адреса назначения в сети (снижение); SIEM: аномальное отклонение по признаку unique_source_process (снижение),"Проверить события вне рабочего времени и возможные автоматизации.; Проверить регламенты и плановые работы, сравнить с типовым графиком.; Проверить источники событий и наличие массовых операций/сканирований.; Проверить назначения соединений, сверить с белыми/чёрными списками.; Проверить контекст событий по признаку unique_source_process в исходных данных."
host,tmtp-004132,2025-12-31,low,"siem_night_share:-0.35 (v=0, base=0); day_of_week:-0.34 (v=2, base=3); siem_events_total:-0.33 (v=635, base=658); siem_business_share:+0.04 (v=0, base=0); is_weekend:+0.00 (v=0, base=0)",SIEM: рост ночной активности (снижение); аномальное отклонение по признаку day_of_week (снижение); SIEM: резкое изменение количества событий (снижение); SIEM: смещение активности между рабочими и нерабочими часами (рост); аномальное отклонение по признаку is_weekend (рост),"Проверить события вне рабочего времени и возможные автоматизации.; Проверить контекст событий по признаку day_of_week в исходных данных.; Проверить источники событий и наличие массовых операций/сканирований.; Проверить регламенты и плановые работы, сравнить с типовым графиком.; Проверить контекст событий по признаку is_weekend в исходных данных."
host,TMTP-000023-NB,2025-12-31,low,"siem_unique_name:-1.35 (v=3, base=13); siem_unique_event_class:-1.01 (v=3, base=9); siem_business_share:-0.75 (v=0, base=1); siem_night_share:+0.74 (v=0, base=0); siem_unique_destination_addr:-0.67 (v=5, base=6)",SIEM: появление новых имён событий/программ (снижение); SIEM: появление новых классов сетевых событий (снижение); SIEM: смещение активности между рабочими и нерабочими часами (снижение); SIEM: рост ночной активности (рост); SIEM: новые адреса назначения в сети (снижение),"Проверить запуск новых приложений/процессов и соответствие политике.; Проверить сетевую активность, типы трафика и правила NGFW.; Проверить регламенты и плановые работы, сравнить с типовым графиком.; Проверить события вне рабочего времени и возможные автоматизации.; Проверить назначения соединений, сверить с белыми/чёрными списками."
host,cplus-0107994,2025-12-31,low,"siem_events_total:+1.09 (v=727, base=628); siem_business_share:+0.78 (v=0, base=0); siem_unique_source_process:+0.67 (v=3, base=2); day_of_week:-0.34 (v=2, base=3); siem_night_share:-0.21 (v=0, base=0)",SIEM: резкое изменение количества событий (рост); SIEM: смещение активности между рабочими и нерабочими часами (рост); SIEM: аномальное отклонение по признаку unique_source_process (рост); аномальное отклонение по признаку day_of_week (снижение); SIEM: рост ночной активности (снижение),"Проверить источники событий и наличие массовых операций/сканирований.; Проверить регламенты и плановые работы, сравнить с типовым графиком.; Проверить контекст событий по признаку unique_source_process в исходных данных.; Проверить контекст событий по признаку day_of_week в исходных данных.; Проверить события вне рабочего времени и возможные автоматизации."
host,tmtp-000907,2025-12-31,low,"siem_night_share:+0.73 (v=0, base=0); siem_events_total:-0.37 (v=493, base=514); day_of_week:-0.34 (v=2, base=3); siem_business_share:+0.14 (v=0, base=0); is_weekend:+0.00 (v=0, base=0)",SIEM: рост ночной активности (рост); SIEM: резкое изменение количества событий (снижение); аномальное отклонение по признаку day_of_week (снижение); SIEM: смещение активности между рабочими и нерабочими часами (рост); аномальное отклонение по признаку is_weekend (рост),"Проверить события вне рабочего времени и возможные автоматизации.; Проверить источники событий и наличие массовых операций/сканирований.; Проверить контекст событий по признаку day_of_week в исходных данных.; Проверить регламенты и плановые работы, сравнить с типовым графиком.; Проверить контекст событий по признаку is_weekend в исходных данных."
host,tmtp-004135,2025-12-31,low,"siem_unique_source_process:-2.25 (v=2, base=5); siem_unique_event_class:-1.83 (v=3, base=4); siem_unique_name:-1.68 (v=3, base=4); siem_unique_destination_addr:-1.35 (v=3, base=5); siem_business_share:-0.97 (v=0, base=0)",SIEM: аномальное отклонение по признаку unique_source_process (снижение); SIEM: появление новых классов сетевых событий (снижение); SIEM: появление новых имён событий/программ (снижение); SIEM: новые адреса назначения в сети (снижение); SIEM: смещение активности между рабочими и нерабочими часами (снижение),"Проверить контекст событий по признаку unique_source_process в исходных данных.; Проверить сетевую активность, типы трафика и правила NGFW.; Проверить запуск новых приложений/процессов и соответствие политике.; Проверить назначения соединений, сверить с белыми/чёрными списками.; Проверить регламенты и плановые работы, сравнить с типовым графиком."
host,tmtp-003312,2025-12-31,low,"siem_night_share:+2.07 (v=0, base=0); siem_business_share:-1.81 (v=0, base=1); siem_events_total:-1.75 (v=459, base=540); siem_unique_source_process:+0.67 (v=5, base=4); day_of_week:-0.34 (v=2, base=3)",SIEM: рост ночной активности (рост); SIEM: смещение активности между рабочими и нерабочими часами (снижение); SIEM: резкое изменение количества событий (снижение); SIEM: аномальное отклонение по признаку unique_source_process (рост); аномальное отклонение по признаку day_of_week (снижение),"Проверить события вне рабочего времени и возможные автоматизации.; Проверить регламенты и плановые работы, сравнить с типовым графиком.; Проверить источники событий и наличие массовых операций/сканирований.; Проверить контекст событий по признаку unique_source_process в исходных данных.; Проверить контекст событий по признаку day_of_week в исходных данных."
